loan_amount,income,interest_rate,tenure,dependents,gender,education,job_duration,marital_status,loan_status
1431000.0,73000.0,15.0,72.0,5.0,0,0,0.0,0,0
552000.0,29000.0,15.0,12.0,2.0,0,0,0.0,1,0
1125000.0,50000.0,15.0,96.0,5.0,0,1,0.0,1,0
1282000.0,10000.0,15.0,24.0,3.0,1,2,0.0,0,0
329000.0,84000.0,15.0,72.0,2.0,0,1,0.0,0,1
769000.0,60000.0,15.0,36.0,5.0,0,2,0.0,1,0
506000.0,95000.0,15.0,84.0,1.0,1,2,0.0,0,1
1145000.0,23000.0,15.0,60.0,1.0,0,1,0.0,0,0
654000.0,80000.0,15.0,72.0,0.0,0,2,0.0,0,1
781000.0,35000.0,15.0,36.0,3.0,0,2,0.0,0,0
1326000.0,38000.0,15.0,36.0,0.0,1,1,0.0,0,0
850000.0,37000.0,15.0,84.0,5.0,1,2,0.0,1,0
1443000.0,62000.0,15.0,96.0,1.0,1,2,0.0,0,1
407000.0,64000.0,15.0,84.0,0.0,1,1,0.0,1,1
406000.0,51000.0,15.0,48.0,2.0,0,2,0.0,1,1
1313000.0,88000.0,15.0,72.0,5.0,1,0,0.0,1,1
304000.0,81000.0,15.0,84.0,5.0,0,0,0.0,0,1
667000.0,47000.0,15.0,36.0,4.0,0,2,0.0,1,0
1044000.0,88000.0,15.0,60.0,4.0,1,2,0.0,0,1
1305000.0,56000.0,15.0,24.0,2.0,1,1,0.0,1,0
653000.0,81000.0,15.0,48.0,5.0,0,0,0.0,1,1
1404000.0,43000.0,15.0,60.0,4.0,0,0,0.0,0,0
1073000.0,90000.0,15.0,36.0,1.0,1,2,0.0,1,1
373000.0,75000.0,15.0,72.0,0.0,0,2,0.0,0,1
335000.0,17000.0,15.0,48.0,3.0,1,0,0.0,0,0
1030000.0,48000.0,15.0,24.0,1.0,1,2,0.0,1,0
806000.0,31000.0,15.0,96.0,3.0,0,2,0.0,0,0
916000.0,31000.0,15.0,36.0,0.0,1,1,0.0,1,0
1159000.0,14000.0,15.0,72.0,2.0,1,0,0.0,0,0
503000.0,75000.0,15.0,12.0,1.0,1,1,0.0,0,0
1486000.0,30000.0,15.0,60.0,0.0,0,2,0.0,1,0
1105000.0,89000.0,15.0,24.0,5.0,1,1,0.0,0,0
376000.0,48000.0,15.0,24.0,5.0,1,0,0.0,1,0
1417000.0,86000.0,15.0,72.0,2.0,1,0,0.0,0,1
911000.0,29000.0,15.0,24.0,2.0,0,0,0.0,1,0
601000.0,72000.0,15.0,12.0,3.0,1,2,0.0,0,0
657000.0,10000.0,15.0,12.0,3.0,0,2,0.0,1,0
887000.0,96000.0,15.0,12.0,3.0,1,1,0.0,0,0
1307000.0,89000.0,15.0,36.0,4.0,1,1,0.0,1,0
1283000.0,44000.0,15.0,24.0,1.0,0,0,0.0,0,0
775000.0,91000.0,15.0,96.0,4.0,0,1,0.0,0,1
312000.0,15000.0,15.0,60.0,5.0,1,0,0.0,0,0
796000.0,81000.0,15.0,96.0,4.0,1,0,0.0,0,1
333000.0,77000.0,15.0,36.0,5.0,1,2,0.0,0,1
1424000.0,26000.0,15.0,48.0,5.0,0,2,0.0,1,0
618000.0,30000.0,15.0,36.0,5.0,1,2,0.0,0,0
332000.0,71000.0,15.0,96.0,4.0,1,1,0.0,1,1
748000.0,91000.0,15.0,48.0,1.0,0,0,0.0,0,1
1005000.0,56000.0,15.0,36.0,2.0,1,2,0.0,1,0
588000.0,19000.0,15.0,84.0,3.0,0,2,0.0,1,0
1208000.0,39000.0,15.0,12.0,4.0,1,1,0.0,0,0
1153000.0,57000.0,15.0,96.0,5.0,0,0,0.0,1,0
1204000.0,30000.0,15.0,24.0,2.0,0,2,0.0,0,0
575000.0,68000.0,15.0,36.0,1.0,0,0,0.0,0,1
1031000.0,51000.0,15.0,72.0,0.0,0,0,0.0,0,1
1074000.0,97000.0,15.0,48.0,0.0,0,1,0.0,0,1
839000.0,36000.0,15.0,48.0,2.0,1,1,0.0,1,0
863000.0,51000.0,15.0,36.0,1.0,1,1,0.0,0,0
1197000.0,79000.0,15.0,48.0,3.0,1,0,0.0,1,1
1372000.0,47000.0,15.0,96.0,4.0,1,0,0.0,0,0
515000.0,88000.0,15.0,60.0,5.0,0,2,0.0,1,1
451000.0,75000.0,15.0,48.0,0.0,1,2,0.0,1,1
861000.0,70000.0,15.0,72.0,4.0,1,0,0.0,1,1
476000.0,14000.0,15.0,96.0,3.0,0,0,0.0,0,0
544000.0,30000.0,15.0,36.0,4.0,1,2,0.0,0,0
1318000.0,50000.0,15.0,84.0,0.0,0,1,0.0,0,1
661000.0,56000.0,15.0,24.0,5.0,1,2,0.0,0,0
1016000.0,33000.0,15.0,96.0,0.0,0,1,0.0,1,0
956000.0,35000.0,15.0,60.0,1.0,0,0,0.0,1,0
960000.0,99000.0,15.0,60.0,0.0,1,2,0.0,0,1
726000.0,60000.0,15.0,24.0,0.0,0,0,0.0,0,0
963000.0,16000.0,15.0,60.0,3.0,0,2,0.0,0,0
1001000.0,72000.0,15.0,36.0,5.0,0,0,0.0,1,0
1408000.0,82000.0,15.0,24.0,5.0,0,2,0.0,0,0
481000.0,69000.0,15.0,24.0,1.0,1,2,0.0,0,1
1201000.0,38000.0,15.0,12.0,3.0,1,1,0.0,0,0
1160000.0,62000.0,15.0,84.0,5.0,1,1,0.0,0,0
1066000.0,36000.0,15.0,84.0,5.0,0,1,0.0,1,0
396000.0,29000.0,15.0,12.0,1.0,0,2,0.0,1,0
1202000.0,83000.0,15.0,72.0,1.0,1,1,0.0,1,1
1088000.0,36000.0,15.0,48.0,2.0,0,1,0.0,0,0
701000.0,84000.0,15.0,12.0,4.0,0,2,0.0,1,0
1430000.0,11000.0,15.0,24.0,1.0,0,0,0.0,0,0
1227000.0,62000.0,15.0,96.0,5.0,1,2,0.0,0,0
1448000.0,12000.0,15.0,12.0,5.0,1,2,0.0,0,0
593000.0,58000.0,15.0,72.0,2.0,0,0,0.0,0,1
1448000.0,49000.0,15.0,96.0,2.0,0,0,0.0,0,0
1316000.0,89000.0,15.0,48.0,3.0,1,0,0.0,1,1
587000.0,38000.0,15.0,36.0,1.0,0,1,0.0,0,1
1066000.0,72000.0,15.0,60.0,5.0,1,1,0.0,1,0
534000.0,60000.0,15.0,12.0,1.0,1,0,0.0,1,0
1088000.0,14000.0,15.0,84.0,2.0,1,1,0.0,0,0
753000.0,94000.0,15.0,24.0,4.0,1,1,0.0,1,1
759000.0,92000.0,15.0,72.0,1.0,1,2,0.0,0,1
1374000.0,29000.0,15.0,72.0,1.0,1,1,0.0,1,0
450000.0,89000.0,15.0,60.0,5.0,1,1,0.0,0,1
616000.0,27000.0,15.0,72.0,2.0,1,2,0.0,1,1
1032000.0,97000.0,15.0,60.0,4.0,1,2,0.0,0,1
664000.0,58000.0,15.0,24.0,2.0,0,1,0.0,0,0
1315000.0,55000.0,15.0,96.0,2.0,1,2,0.0,0,1
1463000.0,15000.0,15.0,60.0,3.0,0,1,0.0,0,0
958000.0,39000.0,15.0,60.0,4.0,1,1,0.0,0,0
557000.0,10000.0,15.0,96.0,2.0,0,2,0.0,0,0
1307000.0,31000.0,15.0,24.0,4.0,0,0,0.0,0,0
1411000.0,43000.0,15.0,96.0,1.0,1,0,0.0,0,0
1453000.0,99000.0,15.0,24.0,0.0,0,1,0.0,1,0
1080000.0,18000.0,15.0,48.0,3.0,0,2,0.0,0,0
919000.0,41000.0,15.0,72.0,5.0,0,1,0.0,1,0
870000.0,42000.0,15.0,36.0,4.0,0,1,0.0,1,0
1409000.0,82000.0,15.0,36.0,0.0,1,1,0.0,0,0
871000.0,19000.0,15.0,24.0,1.0,0,2,0.0,1,0
1096000.0,26000.0,15.0,60.0,2.0,1,0,0.0,1,0
573000.0,82000.0,15.0,84.0,4.0,0,1,0.0,1,1
1447000.0,86000.0,15.0,96.0,1.0,0,1,0.0,1,1
813000.0,46000.0,15.0,60.0,3.0,1,1,0.0,0,1
622000.0,85000.0,15.0,84.0,1.0,0,2,0.0,0,1
474000.0,74000.0,15.0,72.0,0.0,1,2,0.0,0,1
386000.0,39000.0,15.0,72.0,4.0,1,2,0.0,1,1
986000.0,96000.0,15.0,24.0,2.0,0,2,0.0,1,1
1384000.0,44000.0,15.0,36.0,4.0,0,1,0.0,1,0
727000.0,17000.0,15.0,24.0,5.0,0,0,0.0,1,0
934000.0,63000.0,15.0,24.0,5.0,1,1,0.0,1,0
957000.0,83000.0,15.0,24.0,5.0,1,1,0.0,0,0
547000.0,88000.0,15.0,24.0,2.0,0,0,0.0,0,1
476000.0,23000.0,15.0,12.0,2.0,1,1,0.0,0,0
1390000.0,91000.0,15.0,24.0,0.0,1,1,0.0,1,0
857000.0,68000.0,15.0,24.0,4.0,1,0,0.0,0,0
1208000.0,82000.0,15.0,96.0,0.0,0,0,0.0,1,1
1434000.0,61000.0,15.0,12.0,3.0,0,2,0.0,1,0
728000.0,86000.0,15.0,96.0,4.0,1,1,0.0,0,1
1351000.0,26000.0,15.0,96.0,0.0,1,0,0.0,0,0
315000.0,33000.0,15.0,12.0,3.0,1,1,0.0,1,0
895000.0,15000.0,15.0,60.0,1.0,0,2,0.0,1,0
1259000.0,37000.0,15.0,36.0,5.0,0,0,0.0,0,0
1398000.0,29000.0,15.0,60.0,0.0,1,0,0.0,1,0
613000.0,69000.0,15.0,48.0,2.0,1,1,0.0,1,1
827000.0,59000.0,15.0,96.0,1.0,0,1,0.0,1,1
971000.0,51000.0,15.0,12.0,5.0,1,1,0.0,1,0
1133000.0,49000.0,15.0,12.0,3.0,1,1,0.0,1,0
974000.0,68000.0,15.0,12.0,2.0,0,0,0.0,0,0
1232000.0,48000.0,15.0,36.0,5.0,1,1,0.0,0,0
459000.0,43000.0,15.0,96.0,3.0,0,2,0.0,0,1
1300000.0,50000.0,15.0,24.0,3.0,1,1,0.0,0,0
925000.0,88000.0,15.0,60.0,1.0,1,1,0.0,0,1
875000.0,14000.0,15.0,36.0,0.0,0,2,0.0,1,0
307000.0,79000.0,15.0,72.0,3.0,0,1,0.0,1,1
1300000.0,35000.0,15.0,48.0,0.0,0,0,0.0,0,0
674000.0,36000.0,15.0,48.0,5.0,0,1,0.0,0,0
903000.0,60000.0,15.0,96.0,3.0,0,2,0.0,0,1
1208000.0,34000.0,15.0,60.0,4.0,1,0,0.0,1,0
1252000.0,54000.0,15.0,60.0,3.0,0,1,0.0,1,0
565000.0,41000.0,15.0,84.0,4.0,1,0,0.0,0,1
729000.0,44000.0,15.0,84.0,3.0,1,1,0.0,1,1
1205000.0,22000.0,15.0,96.0,5.0,1,2,0.0,1,0
446000.0,74000.0,15.0,96.0,2.0,0,1,0.0,1,1
725000.0,93000.0,15.0,96.0,3.0,1,1,0.0,0,1
795000.0,66000.0,15.0,72.0,0.0,0,2,0.0,0,1
1249000.0,96000.0,15.0,48.0,0.0,0,2,0.0,0,1
444000.0,84000.0,15.0,60.0,1.0,0,1,0.0,0,1
402000.0,45000.0,15.0,84.0,5.0,1,2,0.0,1,1
1203000.0,17000.0,15.0,72.0,2.0,0,0,0.0,0,0
486000.0,92000.0,15.0,84.0,2.0,1,1,0.0,1,1
970000.0,42000.0,15.0,24.0,2.0,0,1,0.0,0,0
1040000.0,55000.0,15.0,84.0,4.0,1,1,0.0,1,1
961000.0,58000.0,15.0,12.0,4.0,0,2,0.0,0,0
808000.0,27000.0,15.0,84.0,2.0,0,0,0.0,1,0
1286000.0,42000.0,15.0,72.0,1.0,0,2,0.0,0,0
1475000.0,23000.0,15.0,12.0,4.0,0,1,0.0,1,0
943000.0,59000.0,15.0,72.0,1.0,1,2,0.0,1,1
1263000.0,90000.0,15.0,72.0,3.0,0,1,0.0,1,1
645000.0,42000.0,15.0,84.0,1.0,0,2,0.0,0,1
475000.0,83000.0,15.0,36.0,5.0,1,2,0.0,1,1
737000.0,17000.0,15.0,72.0,5.0,0,0,0.0,0,0
1123000.0,41000.0,15.0,96.0,4.0,1,1,0.0,0,0
609000.0,66000.0,15.0,36.0,0.0,0,2,0.0,0,1
1408000.0,65000.0,15.0,60.0,3.0,0,0,0.0,0,0
383000.0,80000.0,15.0,60.0,5.0,0,2,0.0,1,1
715000.0,75000.0,15.0,72.0,0.0,1,1,0.0,1,1
584000.0,29000.0,15.0,96.0,0.0,1,1,0.0,0,1
833000.0,43000.0,15.0,60.0,4.0,0,2,0.0,0,0
1279000.0,73000.0,15.0,24.0,5.0,1,0,0.0,0,0
1446000.0,96000.0,15.0,60.0,2.0,0,1,0.0,0,1
360000.0,95000.0,15.0,48.0,4.0,1,1,0.0,0,1
1142000.0,63000.0,15.0,96.0,0.0,0,2,0.0,0,1
603000.0,48000.0,15.0,48.0,0.0,0,0,0.0,0,1
526000.0,93000.0,15.0,48.0,1.0,1,1,0.0,1,1
853000.0,44000.0,15.0,72.0,1.0,1,1,0.0,0,1
848000.0,78000.0,15.0,12.0,0.0,1,1,0.0,0,0
979000.0,90000.0,15.0,60.0,4.0,1,1,0.0,1,1
869000.0,54000.0,15.0,48.0,1.0,1,1,0.0,0,1
937000.0,93000.0,15.0,60.0,1.0,1,0,0.0,1,1
1334000.0,34000.0,15.0,72.0,3.0,0,1,0.0,1,0
973000.0,17000.0,15.0,12.0,3.0,1,1,0.0,0,0
330000.0,90000.0,15.0,96.0,3.0,1,1,0.0,1,1
1410000.0,25000.0,15.0,24.0,0.0,0,1,0.0,1,0
1015000.0,70000.0,15.0,36.0,3.0,0,2,0.0,0,0
1498000.0,41000.0,15.0,24.0,0.0,1,0,0.0,1,0
1089000.0,36000.0,15.0,36.0,3.0,0,0,0.0,1,0
951000.0,68000.0,15.0,12.0,1.0,0,1,0.0,0,0
738000.0,74000.0,15.0,96.0,2.0,1,0,0.0,1,1
1072000.0,42000.0,15.0,96.0,4.0,1,0,0.0,0,0
873000.0,75000.0,15.0,48.0,2.0,1,0,0.0,1,1
751000.0,81000.0,15.0,96.0,5.0,1,0,0.0,0,1
1093000.0,71000.0,15.0,84.0,3.0,0,2,0.0,0,1
969000.0,50000.0,15.0,72.0,5.0,0,2,0.0,1,0
1072000.0,16000.0,15.0,36.0,3.0,0,1,0.0,1,0
1462000.0,62000.0,15.0,72.0,1.0,0,1,0.0,0,1
1440000.0,41000.0,15.0,12.0,1.0,1,1,0.0,0,0
789000.0,12000.0,15.0,48.0,0.0,0,0,0.0,1,0
1122000.0,59000.0,15.0,24.0,4.0,1,2,0.0,0,0
1268000.0,53000.0,15.0,60.0,5.0,1,0,0.0,1,0
737000.0,85000.0,15.0,48.0,3.0,1,1,0.0,1,1
642000.0,96000.0,15.0,36.0,3.0,1,1,0.0,1,1
382000.0,24000.0,15.0,36.0,3.0,1,2,0.0,0,0
833000.0,36000.0,15.0,12.0,4.0,0,0,0.0,0,0
1201000.0,60000.0,15.0,72.0,1.0,1,0,0.0,0,1
1309000.0,69000.0,15.0,72.0,4.0,0,1,0.0,0,0
1141000.0,50000.0,15.0,24.0,0.0,1,0,0.0,1,0
673000.0,72000.0,15.0,24.0,1.0,1,2,0.0,0,1
466000.0,14000.0,15.0,12.0,5.0,1,2,0.0,1,0
1466000.0,41000.0,15.0,12.0,2.0,0,1,0.0,1,0
1489000.0,12000.0,15.0,36.0,5.0,0,1,0.0,1,0
475000.0,67000.0,15.0,72.0,3.0,1,0,0.0,1,1
728000.0,79000.0,15.0,48.0,0.0,1,1,0.0,0,1
1472000.0,78000.0,15.0,84.0,4.0,0,1,0.0,0,1
1048000.0,56000.0,15.0,24.0,2.0,0,1,0.0,0,0
1375000.0,78000.0,15.0,24.0,4.0,1,0,0.0,1,0
966000.0,60000.0,15.0,72.0,4.0,1,1,0.0,0,1
734000.0,68000.0,15.0,96.0,1.0,0,0,0.0,0,1
318000.0,10000.0,15.0,72.0,5.0,1,1,0.0,1,0
422000.0,81000.0,15.0,96.0,3.0,1,1,0.0,0,1
1331000.0,83000.0,15.0,72.0,2.0,1,2,0.0,1,1
954000.0,80000.0,15.0,24.0,2.0,1,1,0.0,1,0
750000.0,68000.0,15.0,24.0,1.0,1,1,0.0,1,1
1064000.0,11000.0,15.0,24.0,4.0,0,2,0.0,1,0
1096000.0,59000.0,15.0,84.0,5.0,1,0,0.0,0,0
600000.0,93000.0,15.0,12.0,3.0,1,1,0.0,0,0
560000.0,49000.0,15.0,60.0,3.0,0,0,0.0,0,1
1035000.0,23000.0,15.0,36.0,0.0,0,1,0.0,1,0
642000.0,37000.0,15.0,24.0,2.0,1,2,0.0,1,0
1006000.0,84000.0,15.0,48.0,2.0,1,0,0.0,0,1
804000.0,40000.0,15.0,12.0,1.0,1,1,0.0,0,0
342000.0,56000.0,15.0,72.0,5.0,1,1,0.0,1,1
1288000.0,18000.0,15.0,48.0,0.0,0,1,0.0,1,0
784000.0,57000.0,15.0,24.0,0.0,1,1,0.0,0,0
1128000.0,68000.0,15.0,72.0,4.0,1,1,0.0,0,1
1038000.0,90000.0,15.0,48.0,4.0,0,1,0.0,1,1
681000.0,48000.0,15.0,12.0,3.0,0,2,0.0,1,0
820000.0,45000.0,15.0,12.0,3.0,0,2,0.0,0,0
1269000.0,20000.0,15.0,72.0,0.0,0,1,0.0,1,0
433000.0,81000.0,15.0,84.0,3.0,1,0,0.0,1,1
326000.0,84000.0,15.0,12.0,5.0,0,1,0.0,1,0
451000.0,55000.0,15.0,12.0,0.0,1,2,0.0,1,0
1423000.0,93000.0,15.0,72.0,2.0,0,0,0.0,0,1
331000.0,44000.0,15.0,96.0,4.0,1,0,0.0,1,1
966000.0,63000.0,15.0,12.0,4.0,0,2,0.0,0,0
512000.0,85000.0,15.0,96.0,2.0,0,2,0.0,1,1
1262000.0,33000.0,15.0,96.0,3.0,1,2,0.0,0,0
1206000.0,85000.0,15.0,48.0,4.0,1,0,0.0,1,1
868000.0,27000.0,15.0,48.0,1.0,1,0,0.0,0,0
541000.0,43000.0,15.0,48.0,4.0,1,1,0.0,1,1
1295000.0,85000.0,15.0,60.0,1.0,0,1,0.0,1,1
1271000.0,89000.0,15.0,60.0,5.0,0,0,0.0,0,1
784000.0,32000.0,15.0,24.0,2.0,0,2,0.0,1,0
1484000.0,47000.0,15.0,96.0,3.0,1,1,0.0,0,0
1046000.0,89000.0,15.0,36.0,0.0,0,1,0.0,0,1
387000.0,52000.0,15.0,72.0,2.0,0,0,0.0,0,1
382000.0,33000.0,15.0,12.0,5.0,0,2,0.0,0,0
1095000.0,12000.0,15.0,36.0,3.0,0,0,0.0,0,0
566000.0,62000.0,15.0,48.0,2.0,1,2,0.0,0,1
608000.0,55000.0,15.0,60.0,3.0,0,0,0.0,0,1
1183000.0,43000.0,15.0,60.0,3.0,1,1,0.0,1,0
1406000.0,66000.0,15.0,96.0,1.0,1,0,0.0,1,1
571000.0,34000.0,15.0,96.0,3.0,0,2,0.0,1,1
996000.0,49000.0,15.0,72.0,5.0,0,0,0.0,1,0
343000.0,14000.0,15.0,60.0,3.0,1,2,0.0,1,0
851000.0,69000.0,15.0,96.0,4.0,1,2,0.0,0,1
938000.0,63000.0,15.0,12.0,2.0,1,0,0.0,1,0
847000.0,87000.0,15.0,36.0,1.0,0,2,0.0,1,1
1067000.0,97000.0,15.0,72.0,2.0,1,2,0.0,1,1
511000.0,86000.0,15.0,48.0,0.0,0,2,0.0,1,1
554000.0,39000.0,15.0,96.0,5.0,0,2,0.0,1,1
1301000.0,82000.0,15.0,96.0,3.0,0,0,0.0,1,1
1466000.0,53000.0,15.0,60.0,3.0,0,1,0.0,1,0
767000.0,31000.0,15.0,36.0,0.0,1,1,0.0,0,0
591000.0,13000.0,15.0,24.0,2.0,1,1,0.0,1,0
1482000.0,75000.0,15.0,96.0,1.0,1,1,0.0,1,1
1374000.0,54000.0,15.0,24.0,4.0,1,2,0.0,0,0
1367000.0,12000.0,15.0,48.0,1.0,0,0,0.0,1,0
957000.0,57000.0,15.0,36.0,5.0,0,2,0.0,0,0
990000.0,79000.0,15.0,48.0,0.0,0,2,0.0,0,1
1078000.0,25000.0,15.0,12.0,4.0,0,2,0.0,0,0
1310000.0,82000.0,15.0,84.0,2.0,0,2,0.0,0,1
341000.0,82000.0,15.0,96.0,3.0,1,2,0.0,1,1
1463000.0,80000.0,15.0,72.0,4.0,1,2,0.0,1,1
1488000.0,31000.0,15.0,36.0,0.0,1,1,0.0,1,0
716000.0,31000.0,15.0,72.0,4.0,1,0,0.0,0,0
850000.0,60000.0,15.0,60.0,4.0,0,2,0.0,0,1
575000.0,99000.0,15.0,48.0,4.0,0,1,0.0,1,1
908000.0,49000.0,15.0,48.0,1.0,0,0,0.0,1,1
1144000.0,89000.0,15.0,24.0,3.0,0,2,0.0,1,0
1293000.0,99000.0,15.0,12.0,2.0,1,1,0.0,0,0
929000.0,18000.0,15.0,96.0,1.0,1,2,0.0,1,0
985000.0,47000.0,15.0,96.0,2.0,0,0,0.0,0,1
1088000.0,68000.0,15.0,60.0,4.0,1,2,0.0,1,1
339000.0,60000.0,15.0,72.0,0.0,0,2,0.0,0,1
898000.0,97000.0,15.0,48.0,3.0,1,2,0.0,0,1
402000.0,41000.0,15.0,24.0,4.0,1,1,0.0,0,0
1275000.0,71000.0,15.0,72.0,4.0,1,2,0.0,1,1
1046000.0,91000.0,15.0,84.0,2.0,0,1,0.0,1,1
1136000.0,68000.0,15.0,60.0,3.0,1,1,0.0,0,1
970000.0,16000.0,15.0,72.0,1.0,1,1,0.0,1,0
497000.0,65000.0,15.0,12.0,2.0,1,1,0.0,1,0
1376000.0,36000.0,15.0,60.0,3.0,1,2,0.0,1,0
370000.0,22000.0,15.0,84.0,4.0,0,2,0.0,1,1
934000.0,76000.0,15.0,36.0,4.0,1,1,0.0,1,0
378000.0,47000.0,15.0,36.0,1.0,0,2,0.0,1,1
1346000.0,16000.0,15.0,24.0,4.0,1,0,0.0,1,0
1448000.0,48000.0,15.0,48.0,1.0,0,2,0.0,0,0
745000.0,22000.0,15.0,36.0,5.0,1,2,0.0,1,0
1210000.0,66000.0,15.0,96.0,2.0,0,2,0.0,0,1
1354000.0,85000.0,15.0,60.0,4.0,0,2,0.0,0,1
649000.0,53000.0,15.0,48.0,0.0,1,2,0.0,1,1
807000.0,89000.0,15.0,48.0,0.0,0,2,0.0,0,1
654000.0,93000.0,15.0,36.0,3.0,1,0,0.0,1,1
1467000.0,34000.0,15.0,60.0,3.0,1,1,0.0,0,0
1419000.0,91000.0,15.0,36.0,3.0,1,2,0.0,1,0
523000.0,54000.0,15.0,36.0,4.0,1,2,0.0,0,1
1275000.0,29000.0,15.0,60.0,5.0,1,0,0.0,0,0
1056000.0,20000.0,15.0,96.0,1.0,1,2,0.0,1,0
431000.0,41000.0,15.0,36.0,2.0,1,2,0.0,1,1
711000.0,79000.0,15.0,72.0,2.0,0,2,0.0,1,1
363000.0,90000.0,15.0,12.0,4.0,0,1,0.0,1,1
907000.0,89000.0,15.0,72.0,4.0,0,1,0.0,1,1
1483000.0,34000.0,15.0,48.0,4.0,1,0,0.0,1,0
413000.0,18000.0,15.0,36.0,3.0,1,2,0.0,0,0
686000.0,44000.0,15.0,12.0,4.0,0,1,0.0,1,0
1442000.0,17000.0,15.0,12.0,3.0,0,2,0.0,0,0
898000.0,91000.0,15.0,24.0,0.0,0,1,0.0,1,1
669000.0,53000.0,15.0,24.0,4.0,1,1,0.0,1,0
1161000.0,72000.0,15.0,48.0,4.0,1,2,0.0,1,0
449000.0,29000.0,15.0,72.0,4.0,0,2,0.0,0,1
1035000.0,56000.0,15.0,84.0,2.0,1,0,0.0,0,1
1314000.0,37000.0,15.0,84.0,3.0,1,0,0.0,0,0
1235000.0,54000.0,15.0,96.0,2.0,1,0,0.0,1,1
1210000.0,56000.0,15.0,72.0,5.0,0,0,0.0,0,0
1273000.0,68000.0,15.0,96.0,3.0,1,1,0.0,1,1
1348000.0,63000.0,15.0,24.0,2.0,1,1,0.0,0,0
477000.0,60000.0,15.0,12.0,3.0,0,2,0.0,1,0
1106000.0,75000.0,15.0,60.0,2.0,1,2,0.0,1,1
482000.0,38000.0,15.0,96.0,3.0,1,1,0.0,0,1
1172000.0,74000.0,15.0,36.0,4.0,0,1,0.0,1,0
405000.0,56000.0,15.0,84.0,1.0,1,0,0.0,0,1
492000.0,90000.0,15.0,48.0,2.0,1,2,0.0,0,1
897000.0,12000.0,15.0,12.0,1.0,0,1,0.0,0,0
1482000.0,21000.0,15.0,36.0,4.0,0,2,0.0,1,0
1207000.0,15000.0,15.0,12.0,4.0,1,0,0.0,1,0
412000.0,43000.0,15.0,48.0,3.0,0,1,0.0,0,1
1008000.0,24000.0,15.0,72.0,3.0,1,0,0.0,0,0
696000.0,64000.0,15.0,24.0,0.0,1,1,0.0,0,1
553000.0,86000.0,15.0,60.0,3.0,0,2,0.0,0,1
670000.0,13000.0,15.0,84.0,5.0,0,2,0.0,0,0
303000.0,61000.0,15.0,96.0,0.0,1,1,0.0,1,1
1493000.0,26000.0,15.0,96.0,1.0,0,1,0.0,1,0
1040000.0,37000.0,15.0,60.0,1.0,1,2,0.0,1,0
960000.0,75000.0,15.0,36.0,4.0,1,2,0.0,1,0
572000.0,81000.0,15.0,48.0,4.0,1,0,0.0,1,1
423000.0,13000.0,15.0,48.0,0.0,0,1,0.0,1,0
685000.0,22000.0,15.0,84.0,3.0,1,1,0.0,0,0
655000.0,77000.0,15.0,60.0,3.0,1,0,0.0,0,1
1365000.0,76000.0,15.0,60.0,2.0,0,2,0.0,1,1
725000.0,50000.0,15.0,72.0,0.0,0,0,0.0,0,1
1167000.0,58000.0,15.0,72.0,4.0,1,0,0.0,0,0
543000.0,37000.0,15.0,60.0,4.0,0,2,0.0,1,1
496000.0,29000.0,15.0,60.0,0.0,1,1,0.0,1,1
585000.0,50000.0,15.0,72.0,0.0,1,1,0.0,1,1
656000.0,26000.0,15.0,12.0,5.0,1,2,0.0,1,0
828000.0,91000.0,15.0,12.0,1.0,0,2,0.0,1,0
693000.0,24000.0,15.0,84.0,4.0,1,0,0.0,0,0
1028000.0,41000.0,15.0,72.0,2.0,0,2,0.0,0,0
634000.0,93000.0,15.0,36.0,2.0,0,0,0.0,0,1
1443000.0,56000.0,15.0,12.0,1.0,0,0,0.0,1,0
1293000.0,38000.0,15.0,36.0,1.0,0,0,0.0,0,0
1200000.0,55000.0,15.0,60.0,4.0,1,2,0.0,1,0
610000.0,69000.0,15.0,84.0,4.0,0,1,0.0,0,1
1118000.0,28000.0,15.0,24.0,0.0,1,0,0.0,1,0
1374000.0,35000.0,15.0,36.0,4.0,1,0,0.0,1,0
595000.0,64000.0,15.0,36.0,0.0,0,0,0.0,1,1
766000.0,24000.0,15.0,24.0,1.0,1,1,0.0,0,0
1109000.0,19000.0,15.0,60.0,0.0,0,2,0.0,0,0
701000.0,52000.0,15.0,48.0,5.0,1,0,0.0,0,0
450000.0,74000.0,15.0,36.0,5.0,0,0,0.0,1,1
678000.0,60000.0,15.0,60.0,0.0,1,0,0.0,0,1
462000.0,36000.0,15.0,60.0,3.0,1,2,0.0,1,1
1156000.0,91000.0,15.0,12.0,5.0,0,2,0.0,1,0
959000.0,27000.0,15.0,36.0,2.0,0,0,0.0,0,0
734000.0,95000.0,15.0,24.0,2.0,1,0,0.0,1,1
1464000.0,67000.0,15.0,96.0,4.0,0,1,0.0,0,1
1164000.0,87000.0,15.0,48.0,5.0,1,2,0.0,0,0
714000.0,85000.0,15.0,36.0,2.0,0,2,0.0,1,1
1386000.0,54000.0,15.0,96.0,3.0,0,1,0.0,1,0
996000.0,71000.0,15.0,60.0,1.0,0,1,0.0,1,1
368000.0,75000.0,15.0,60.0,0.0,0,1,0.0,0,1
621000.0,94000.0,15.0,24.0,0.0,0,2,0.0,0,1
650000.0,65000.0,15.0,36.0,3.0,1,1,0.0,0,1
